CustomerId,Geography,Gender,Age,Balance,Z_Score_Balance,High_Value_Outlier,Probabilite_Churn,Prediction_Seuil_0.35,Cluster_ID,Persona_Name
15613189,France,Female,52,56580.93,-0.3178109926656417,0,0.94,1,2,Les Clients Premium à Risque
15634719,France,Male,31,0.0,-1.2259821801846251,0,0.05,0,1,Les Clients Courants
15699450,France,Male,48,0.0,-1.2259821801846251,0,0.01,0,1,Les Clients Courants
15616280,France,Male,46,65733.41,-0.1709060437660081,0,0.22,0,2,Les Clients Premium à Risque
15794875,Spain,Male,35,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15673578,Germany,Female,40,128486.91,0.8363400480881293,0,0.15,0,2,Les Clients Premium à Risque
15709135,Germany,Male,30,101231.77,0.39887228536672936,0,0.04,0,2,Les Clients Premium à Risque
15755225,Germany,Male,34,134464.58,0.9322866446268675,0,0.01,0,2,Les Clients Premium à Risque
15701522,France,Female,29,0.0,-1.2259821801846251,0,0.03,0,1,Les Clients Courants
15716994,Spain,Male,24,114739.92,0.615689375978081,0,0.61,1,2,Les Clients Premium à Risque
15725141,France,Female,44,109528.28,0.5320382007902319,0,0.71,1,2,Les Clients Premium à Risque
15662501,France,Male,48,91246.53,0.23860084287785444,0,0.77,1,2,Les Clients Premium à Risque
15734674,France,Female,41,0.0,-1.2259821801846251,0,0.15,0,2,Les Clients Premium à Risque
15787189,Germany,Male,60,134250.17,0.9288451850341051,0,0.91,1,1,Les Clients Courants
15587299,France,Female,48,0.0,-1.2259821801846251,0,0.24,0,2,Les Clients Premium à Risque
15605263,France,Male,33,140931.57,1.0360872358856787,0,0.02,0,0,Les Clients Fragiles
15748481,France,Female,27,0.0,-1.2259821801846251,0,0.01,0,2,Les Clients Premium à Risque
15589428,France,Female,42,0.0,-1.2259821801846251,0,0.06,0,1,Les Clients Courants
15638803,Spain,Female,32,0.0,-1.2259821801846251,0,0.01,0,1,Les Clients Courants
15595037,France,Male,47,152347.01,1.2193145829945315,0,0.13,0,0,Les Clients Fragiles
15719940,Germany,Female,51,115280.49,0.624365976006344,0,0.78,1,2,Les Clients Premium à Risque
15573284,France,Female,45,0.0,-1.2259821801846251,0,0.01,0,1,Les Clients Courants
15594917,France,Female,34,63095.01,-0.21325456757341257,0,0.03,0,0,Les Clients Fragiles
15656300,France,Male,29,59697.17,-0.26779273772719947,0,0.04,0,1,Les Clients Courants
15687372,Germany,Male,49,121537.71,0.7247995835480994,0,0.85,1,2,Les Clients Premium à Risque
15649060,Germany,Female,31,82729.47,0.10189491573295896,0,0.01,0,2,Les Clients Premium à Risque
15812356,Germany,Female,40,89175.06,0.20535201911674006,0,0.12,0,0,Les Clients Fragiles
15590201,Spain,Female,50,0.0,-1.2259821801846251,0,0.93,1,1,Les Clients Courants
15691874,France,Female,34,125474.44,0.7879873883268756,0,0.01,0,2,Les Clients Premium à Risque
15686974,France,Female,48,0.0,-1.2259821801846251,0,0.93,1,0,Les Clients Fragiles
15598070,France,Female,33,135946.26,0.956068846247151,0,0.05,0,2,Les Clients Premium à Risque
15792064,Germany,Male,53,114421.55,0.6105792715494262,0,0.98,1,2,Les Clients Premium à Risque
15590623,Spain,Male,34,85141.79,0.14061466669986225,0,0.04,0,0,Les Clients Fragiles
15753174,Germany,Male,37,139592.98,1.0146017482858631,0,0.95,1,1,Les Clients Courants
15787619,France,Male,18,160980.03,1.3578817649987003,0,0.08,0,2,Les Clients Premium à Risque
15665802,Spain,Female,36,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15686436,Spain,Male,32,0.0,-1.2259821801846251,0,0.01,0,1,Les Clients Courants
15636590,France,Male,46,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15736299,France,Female,36,109106.8,0.5252730947356743,0,0.02,0,2,Les Clients Premium à Risque
15672594,France,Female,60,131778.08,0.8891660756424102,0,0.93,1,2,Les Clients Premium à Risque
15681115,Spain,Male,39,108935.39,0.5225218210600272,0,0.02,0,0,Les Clients Fragiles
15622897,France,Female,46,0.0,-1.2259821801846251,0,0.98,1,1,Les Clients Courants
15717225,France,Female,21,161525.96,1.3666443975040732,0,0.03,0,2,Les Clients Premium à Risque
15574372,France,Male,35,161274.05,1.362601031588244,0,0.01,0,2,Les Clients Premium à Risque
15761554,France,Male,54,89299.81,0.20735436081814004,0,0.91,1,2,Les Clients Premium à Risque
15695792,France,Male,65,0.0,-1.2259821801846251,0,0.06,0,0,Les Clients Fragiles
15672144,France,Female,38,144432.04,1.092272703264433,0,0.62,1,0,Les Clients Fragiles
15699830,France,Female,40,0.0,-1.2259821801846251,0,0.03,0,1,Les Clients Courants
15595713,Spain,Male,33,0.0,-1.2259821801846251,0,0.04,0,0,Les Clients Fragiles
15687903,France,Female,29,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15673877,France,Male,39,0.0,-1.2259821801846251,0,0.83,1,1,Les Clients Courants
15786042,Germany,Female,44,185932.18,1.7583846145745519,0,0.09,0,2,Les Clients Premium à Risque
15766667,Spain,Male,36,102989.83,0.42709061684218624,0,0.01,0,0,Les Clients Fragiles
15760063,Spain,Male,23,0.0,-1.2259821801846251,0,0.02,0,1,Les Clients Courants
15776433,Spain,Male,62,0.0,-1.2259821801846251,0,0.02,0,1,Les Clients Courants
15593636,France,Female,39,80293.81,0.06280053827057915,0,0.14,0,2,Les Clients Premium à Risque
15612594,Spain,Male,25,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15761024,France,Female,33,167733.51,1.4662807600573835,0,0.03,0,0,Les Clients Fragiles
15584897,France,Female,31,98360.03,0.35277845965467813,0,0.0,0,2,Les Clients Premium à Risque
15781451,France,Male,42,134936.97,0.93986889870562,0,0.08,0,2,Les Clients Premium à Risque
15667046,Spain,Male,38,121527.4,0.7246340994363443,0,0.05,0,2,Les Clients Premium à Risque
15617136,Germany,Female,38,61482.47,-0.23913718149866728,0,0.04,0,0,Les Clients Fragiles
15601274,Spain,Female,40,146502.07,1.1254984138227415,0,0.03,0,2,Les Clients Premium à Risque
15776844,Spain,Female,19,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15767818,France,Male,55,132436.34,0.8997316984749839,0,0.18,0,2,Les Clients Premium à Risque
15579040,France,Female,46,0.0,-1.2259821801846251,0,0.22,0,1,Les Clients Courants
15780124,France,Male,74,108131.53,0.5096191966104289,0,0.02,0,0,Les Clients Fragiles
15751455,France,Female,48,0.0,-1.2259821801846251,0,0.92,1,2,Les Clients Premium à Risque
15750837,Germany,Male,41,141749.68,1.049218584738042,0,0.14,0,0,Les Clients Fragiles
15703563,France,Male,40,93017.47,0.2670259091117405,0,0.0,0,2,Les Clients Premium à Risque
15721024,France,Male,26,0.0,-1.2259821801846251,0,0.01,0,2,Les Clients Premium à Risque
15727177,France,Male,42,177822.03,1.6282099328141588,0,0.78,1,2,Les Clients Premium à Risque
15767358,Germany,Female,45,97486.15,0.3387519557186507,0,0.18,0,2,Les Clients Premium à Risque
15622171,France,Male,30,80964.57,0.07356679654417489,0,0.01,0,2,Les Clients Premium à Risque
15593715,Germany,Male,27,107027.52,0.4918989139510094,0,0.07,0,2,Les Clients Premium à Risque
15752463,Spain,Female,29,129938.07,0.8596323782156131,0,0.03,0,0,Les Clients Fragiles
15567114,France,Male,35,118894.22,0.6823693609891107,0,0.06,0,2,Les Clients Premium à Risque
15783816,France,Female,28,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15620746,France,Male,42,126115.6,0.7982785418761311,0,0.13,0,2,Les Clients Premium à Risque
15577078,Spain,Male,38,0.0,-1.2259821801846251,0,0.6,1,0,Les Clients Fragiles
15774151,Spain,Female,41,179915.85,1.6618174927438207,0,0.69,1,2,Les Clients Premium à Risque
15739576,Spain,Male,20,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15627830,Germany,Female,30,32197.64,-0.7091831640831097,0,0.07,0,0,Les Clients Fragiles
15763662,Germany,Male,43,39043.29,-0.5993047635365062,0,0.04,0,1,Les Clients Courants
15737408,France,Female,41,109941.51,0.5386708874537148,0,0.1,0,2,Les Clients Premium à Risque
15727811,Germany,Female,47,109493.62,0.5314818788393659,0,0.88,1,2,Les Clients Premium à Risque
15657830,France,Male,43,87624.03,0.18045669206966664,0,0.08,0,2,Les Clients Premium à Risque
15673820,France,Male,33,0.0,-1.2259821801846251,0,0.01,0,1,Les Clients Courants
15801920,Germany,Male,39,80615.46,0.06796328943895848,0,0.04,0,2,Les Clients Premium à Risque
15727819,Spain,Female,34,171671.9,1.5294952092227274,0,0.05,0,0,Les Clients Fragiles
15661745,France,Male,36,0.0,-1.2259821801846251,0,0.07,0,0,Les Clients Fragiles
15768682,Spain,Male,39,0.0,-1.2259821801846251,0,0.04,0,0,Les Clients Fragiles
15738954,France,Male,35,129717.3,0.8560888353104582,0,0.05,0,2,Les Clients Premium à Risque
15674541,Spain,Male,52,123925.23,0.7631212738000149,0,0.89,1,2,Les Clients Premium à Risque
15707962,France,Male,40,119501.88,0.6921228115564271,0,0.02,0,2,Les Clients Premium à Risque
15657468,Germany,Female,53,123805.03,0.761191963399147,0,0.37,1,2,Les Clients Premium à Risque
15782159,France,Male,28,67639.56,-0.14031074409367494,0,0.02,0,1,Les Clients Courants
15600583,France,Male,31,0.0,-1.2259821801846251,0,0.01,0,2,Les Clients Premium à Risque
15713532,Germany,Female,29,105957.44,0.4747232361327,0,0.27,0,2,Les Clients Premium à Risque
15686463,France,Male,38,141074.59,1.0383828263476764,0,0.66,1,2,Les Clients Premium à Risque
15722533,France,Female,40,0.0,-1.2259821801846251,0,0.01,0,1,Les Clients Courants
15671293,Germany,Female,37,128389.63,0.8347786228319194,0,0.71,1,0,Les Clients Fragiles
15676937,Spain,Female,32,0.0,-1.2259821801846251,0,0.7,1,1,Les Clients Courants
15689671,Spain,Male,27,0.0,-1.2259821801846251,0,0.05,0,0,Les Clients Fragiles
15608406,France,Male,26,111128.04,0.5577156850405856,0,0.64,1,2,Les Clients Premium à Risque
15669887,France,Female,51,0.0,-1.2259821801846251,0,0.9,1,0,Les Clients Fragiles
15775294,France,Female,31,0.0,-1.2259821801846251,0,0.74,1,1,Les Clients Courants
15712903,France,Female,21,176511.08,1.6071680903015308,0,0.08,0,0,Les Clients Fragiles
15585599,France,Female,34,0.0,-1.2259821801846251,0,0.01,0,1,Les Clients Courants
15619801,France,Female,33,80107.83,0.059815403924876866,0,0.02,0,0,Les Clients Fragiles
15691625,Germany,Female,41,138306.34,0.9939501015789349,0,0.18,0,2,Les Clients Premium à Risque
15652782,Germany,Male,48,101099.9,0.39675566171812304,0,0.08,0,0,Les Clients Fragiles
15727605,Germany,Male,43,80442.06,0.06518007460110056,0,0.05,0,0,Les Clients Fragiles
15699598,France,Female,20,0.0,-1.2259821801846251,0,0.02,0,1,Les Clients Courants
15798341,France,Male,38,0.0,-1.2259821801846251,0,0.06,0,0,Les Clients Fragiles
15729246,Spain,Male,31,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15615050,Germany,Male,47,107915.94,0.5061587970320336,0,0.73,1,0,Les Clients Fragiles
15815236,Spain,Male,34,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15763055,Spain,Male,31,98108.79,0.34874584779848783,0,0.03,0,0,Les Clients Fragiles
15695129,France,Female,31,152663.77,1.2243988455783825,0,0.02,0,0,Les Clients Fragiles
15754820,Germany,Male,35,147127.81,1.135542063491952,0,0.01,0,0,Les Clients Fragiles
15566495,Spain,Female,24,0.0,-1.2259821801846251,0,0.66,1,2,Les Clients Premium à Risque
15752375,Germany,Male,33,149564.61,1.1746547389065527,0,0.06,0,2,Les Clients Premium à Risque
15615753,Germany,Female,35,131101.04,0.8782990181232455,0,0.11,0,0,Les Clients Fragiles
15676353,France,Male,35,114212.6,0.6072254495173017,0,0.0,0,0,Les Clients Fragiles
15768476,Spain,Male,31,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15630920,France,Male,34,154485.74,1.253642985936697,0,0.04,0,2,Les Clients Premium à Risque
15712960,Spain,Male,37,171653.17,1.5291945770779003,0,0.0,0,0,Les Clients Fragiles
15623277,France,Female,30,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15665158,Spain,Male,27,137275.36,0.9774020114201424,0,0.03,0,0,Les Clients Fragiles
15814022,France,Female,26,89928.99,0.21745322536072004,0,0.02,0,2,Les Clients Premium à Risque
15771535,Spain,Female,37,0.0,-1.2259821801846251,0,0.01,0,1,Les Clients Courants
15738516,Spain,Female,36,0.0,-1.2259821801846251,0,0.22,0,2,Les Clients Premium à Risque
15809087,France,Male,64,0.0,-1.2259821801846251,0,0.76,1,1,Les Clients Courants
15763806,France,Male,41,0.0,-1.2259821801846251,0,0.01,0,1,Les Clients Courants
15595039,Germany,Female,37,114754.08,0.6159166558056709,0,0.72,1,2,Les Clients Premium à Risque
15651802,Spain,Female,39,97854.37,0.3446621942861016,0,0.03,0,2,Les Clients Premium à Risque
15642824,Spain,Female,56,174506.1,1.5749864865783014,0,0.64,1,0,Les Clients Fragiles
15621550,Spain,Female,50,140292.58,1.0258309126489844,0,0.94,1,1,Les Clients Courants
15667871,Spain,Male,35,152390.26,1.2200087816204679,0,0.03,0,2,Les Clients Premium à Risque
15569917,Spain,Male,30,87609.68,0.18022636258337324,0,0.61,1,2,Les Clients Premium à Risque
15743051,France,Male,30,144684.03,1.0963173532470845,0,0.02,0,0,Les Clients Fragiles
15714610,Spain,Male,30,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15658052,France,Female,44,81553.93,0.08302651682583473,0,0.75,1,2,Les Clients Premium à Risque
15595136,France,Female,37,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15682955,France,Female,32,84378.9,0.12836964497175782,0,0.0,0,0,Les Clients Fragiles
15742285,France,Male,62,118756.62,0.68016076605434,0,0.07,0,0,Les Clients Fragiles
15614365,Germany,Male,31,150604.52,1.1913461630244113,0,0.07,0,2,Les Clients Premium à Risque
15651022,Germany,Male,44,129608.57,0.8543436279902721,0,0.84,1,2,Les Clients Premium à Risque
15786717,France,Male,36,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15586523,Germany,Female,29,106230.92,0.4791128185655566,0,0.71,1,0,Les Clients Fragiles
15668248,Germany,Female,62,133201.17,0.9120078588235353,0,0.92,1,2,Les Clients Premium à Risque
15773469,Germany,Female,27,152328.88,1.2190235813508732,0,0.0,0,2,Les Clients Premium à Risque
15808930,France,Female,37,0.0,-1.2259821801846251,0,0.06,0,2,Les Clients Premium à Risque
15702430,France,Female,35,0.0,-1.2259821801846251,0,0.05,0,0,Les Clients Fragiles
15750547,France,Male,26,0.0,-1.2259821801846251,0,0.01,0,1,Les Clients Courants
15711991,France,Male,30,0.0,-1.2259821801846251,0,0.01,0,1,Les Clients Courants
15615177,Spain,Male,28,123692.0,0.7593777374872493,0,0.01,0,0,Les Clients Fragiles
15589754,Germany,Male,45,151421.44,1.2044584113827896,0,0.13,0,0,Les Clients Fragiles
15611759,Spain,Female,57,126776.3,0.8088833287467921,0,0.14,0,0,Les Clients Fragiles
15603741,Spain,Male,40,128389.12,0.8347704369059256,0,0.0,0,0,Les Clients Fragiles
15726088,France,Male,40,0.0,-1.2259821801846251,0,0.07,0,0,Les Clients Fragiles
15605264,Germany,Male,47,63723.78,-0.20316228387329827,0,0.05,0,0,Les Clients Fragiles
15697028,Spain,Male,34,65812.35,-0.16963899082886566,0,0.01,0,1,Les Clients Courants
15676094,France,Female,34,0.0,-1.2259821801846251,0,0.08,0,0,Les Clients Fragiles
15793046,France,Female,35,90413.12,0.22522391624567997,0,0.05,0,0,Les Clients Fragiles
15616221,France,Female,29,85646.81,0.14872065953385846,0,0.7,1,2,Les Clients Premium à Risque
15743456,France,Female,32,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15692416,Spain,Female,52,143542.36,1.0779925961309533,0,0.94,1,1,Les Clients Courants
15577313,France,Male,44,116967.68,0.6514467847853822,0,0.69,1,2,Les Clients Premium à Risque
15689786,Germany,Male,56,169743.83,1.4985480752410179,0,0.91,1,2,Les Clients Premium à Risque
15708710,Spain,Female,37,0.0,-1.2259821801846251,0,0.15,0,0,Les Clients Fragiles
15665784,France,Male,27,128940.24,0.8436163732464111,0,0.03,0,2,Les Clients Premium à Risque
15653404,Spain,Female,24,79263.9,0.046269622505538184,0,0.06,0,0,Les Clients Fragiles
15687558,Germany,Female,31,118613.34,0.6778610023751689,0,0.09,0,2,Les Clients Premium à Risque
15688409,France,Female,28,191864.51,1.8536034662416154,0,0.64,1,2,Les Clients Premium à Risque
15708212,Spain,Female,54,118241.02,0.6718849553830629,0,0.87,1,2,Les Clients Premium à Risque
15713774,Spain,Female,46,12459.19,-1.0260017737504317,0,0.92,1,2,Les Clients Premium à Risque
15751022,Germany,Female,37,121532.17,0.7247106619206383,0,0.02,0,0,Les Clients Fragiles
15675360,France,Male,33,0.0,-1.2259821801846251,0,0.01,0,0,Les Clients Fragiles
15623063,Germany,Male,35,110067.71,0.5406965028662736,0,0.82,1,2,Les Clients Premium à Risque
15798470,Spain,Female,48,75990.97,-0.006263637813203482,0,0.91,1,2,Les Clients Premium à Risque
15684011,Germany,Male,29,130575.26,0.8698598099487997,0,0.08,0,0,Les Clients Fragiles
15636238,France,Male,40,0.0,-1.2259821801846251,0,0.02,0,1,Les Clients Courants
15729224,France,Female,37,0.0,-1.2259821801846251,0,0.01,0,1,Les Clients Courants
15705663,Germany,Female,39,144550.83,1.0941793819875534,0,0.09,0,0,Les Clients Fragiles
15750769,France,Male,35,75915.75,-0.007470981643097741,0,0.01,0,2,Les Clients Premium à Risque
15589147,Spain,Male,61,125921.37,0.795160988139354,0,0.07,0,0,Les Clients Fragiles
15591286,Germany,Female,49,88826.07,0.1997504381117576,0,0.81,1,0,Les Clients Fragiles
15641835,France,Male,72,140997.26,1.0371416152553379,0,0.05,0,0,Les Clients Fragiles
15708265,Spain,Female,24,159203.71,1.3293703452709982,0,0.68,1,0,Les Clients Fragiles
15665811,France,Male,33,141234.98,1.0409572198185186,0,0.05,0,2,Les Clients Premium à Risque
15575679,France,Male,24,126431.54,0.8033496427750513,0,0.08,0,2,Les Clients Premium à Risque
15670587,Germany,Male,25,111363.1,0.561488594381917,0,0.08,0,2,Les Clients Premium à Risque
15737627,Germany,Female,20,121093.29,0.717666271332178,0,0.06,0,2,Les Clients Premium à Risque
15572050,Germany,Male,48,122831.58,0.7455672777941145,0,0.92,1,0,Les Clients Fragiles
15806929,Germany,Male,36,73194.99,-0.051141452244308154,0,0.01,0,0,Les Clients Fragiles
15814923,Spain,Male,38,128578.52,0.8378104651082917,0,0.05,0,0,Les Clients Fragiles
15611430,France,Male,54,0.0,-1.2259821801846251,0,0.93,1,2,Les Clients Premium à Risque
15701301,France,Female,42,175159.9,1.585480522685518,0,0.77,1,2,Les Clients Premium à Risque
15762927,Germany,Female,36,100762.64,0.3913423570109956,0,0.13,0,2,Les Clients Premium à Risque
15785975,Spain,Female,60,0.0,-1.2259821801846251,0,0.09,0,1,Les Clients Courants
15739248,France,Male,52,0.0,-1.2259821801846251,0,0.02,0,1,Les Clients Courants
15648272,Spain,Male,35,71829.34,-0.07306127544684844,0,0.05,0,0,Les Clients Fragiles
15565879,France,Female,28,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15778304,Germany,Male,24,92398.08,0.2570841822465691,0,0.04,0,0,Les Clients Fragiles
15693205,Germany,Female,41,109153.96,0.5260300521275624,0,0.96,1,1,Les Clients Courants
15787470,Spain,Male,47,116528.15,0.6443919611539888,0,0.83,1,2,Les Clients Premium à Risque
15737404,France,Male,31,132512.26,0.9009502778895756,0,0.01,0,0,Les Clients Fragiles
15718507,Germany,Male,37,116509.99,0.644100477985272,0,0.59,1,0,Les Clients Fragiles
15645095,France,Female,28,0.0,-1.2259821801846251,0,0.06,0,2,Les Clients Premium à Risque
15668774,Germany,Female,23,122739.1,0.7440828965472571,0,0.75,1,2,Les Clients Premium à Risque
15683157,France,Male,26,100446.57,0.38626916950348883,0,0.02,0,0,Les Clients Fragiles
15676958,Germany,Male,34,86055.17,0.15527517862951934,0,0.03,0,0,Les Clients Fragiles
15805162,France,Male,25,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15588517,France,Male,38,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15727198,Germany,Female,28,64808.32,-0.1857545109768146,0,0.04,0,1,Les Clients Courants
15614923,Spain,Male,41,107511.52,0.49966751822738287,0,0.02,0,0,Les Clients Fragiles
15728912,France,Female,44,92436.86,0.25770663363879587,0,0.2,0,2,Les Clients Premium à Risque
15659557,Germany,Female,28,167738.82,1.4663659899927297,0,0.04,0,0,Les Clients Fragiles
15712068,Spain,Male,45,84692.5,0.13340318691611888,0,0.06,0,0,Les Clients Fragiles
15758451,Germany,Male,37,102708.77,0.42257936907789384,0,0.11,0,2,Les Clients Premium à Risque
15592765,France,Male,40,125470.81,0.7879291237948027,0,0.04,0,0,Les Clients Fragiles
15659710,France,Male,25,77886.53,0.02416168351349585,0,0.02,0,2,Les Clients Premium à Risque
15639004,France,Male,72,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15610002,Spain,Male,41,0.0,-1.2259821801846251,0,0.01,0,1,Les Clients Courants
15570086,Germany,Male,18,90544.0,0.22732464956735723,0,0.04,0,0,Les Clients Fragiles
15756472,France,Male,25,108396.67,0.5138749150770356,0,0.01,0,2,Les Clients Premium à Risque
15761706,Spain,Female,39,144102.32,1.0869804218553298,0,0.02,0,0,Les Clients Fragiles
15661290,Germany,Female,38,107199.75,0.49466334931158745,0,0.14,0,2,Les Clients Premium à Risque
15641655,France,Female,26,0.0,-1.2259821801846251,0,0.04,0,1,Les Clients Courants
15801125,France,Female,32,0.0,-1.2259821801846251,0,0.04,0,2,Les Clients Premium à Risque
15590730,Spain,Male,34,0.0,-1.2259821801846251,0,0.01,0,1,Les Clients Courants
15605375,France,Male,35,86911.8,0.16902480565693637,0,0.04,0,2,Les Clients Premium à Risque
15686812,Spain,Female,44,0.0,-1.2259821801846251,0,0.09,0,0,Les Clients Fragiles
15772423,Germany,Male,54,126418.14,0.8031345615822757,0,0.94,1,2,Les Clients Premium à Risque
15787835,Germany,Female,38,125212.65,0.7837854401584627,0,0.75,1,0,Les Clients Fragiles
15718944,France,Female,37,0.0,-1.2259821801846251,0,0.03,0,1,Les Clients Courants
15762793,Germany,Female,36,136980.23,0.9726649284034359,0,0.03,0,0,Les Clients Fragiles
15807525,France,Male,43,0.0,-1.2259821801846251,0,0.7,1,1,Les Clients Courants
15633666,Spain,Female,33,123870.07,0.7622359097258731,0,0.02,0,2,Les Clients Premium à Risque
15688876,Spain,Male,39,0.0,-1.2259821801846251,0,0.01,0,1,Les Clients Courants
15664759,Spain,Male,32,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15757588,France,Male,30,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15721116,Spain,Male,24,108058.07,0.5084401022506306,0,0.02,0,0,Les Clients Fragiles
15800773,Spain,Female,28,102282.61,0.4157391451142175,0,0.09,0,0,Les Clients Fragiles
15803685,Germany,Female,77,76510.52,0.002075573657436722,0,0.05,0,0,Les Clients Fragiles
15786418,France,Female,20,0.0,-1.2259821801846251,0,0.05,0,0,Les Clients Fragiles
15782993,France,Male,51,123401.43,0.7547138462794272,0,0.08,0,0,Les Clients Fragiles
15797389,Spain,Male,23,124577.33,0.7735880234872529,0,0.04,0,0,Les Clients Fragiles
15767264,Germany,Male,53,117438.17,0.6589985422770991,0,0.95,1,2,Les Clients Premium à Risque
15592197,Spain,Male,30,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15684925,France,Female,43,0.0,-1.2259821801846251,0,0.02,0,1,Les Clients Courants
15695492,France,Female,29,156569.43,1.2870879509049546,0,0.08,0,2,Les Clients Premium à Risque
15765311,Spain,Male,34,0.0,-1.2259821801846251,0,0.05,0,2,Les Clients Premium à Risque
15794479,Spain,Male,77,149083.7,1.1669357317112004,0,0.02,0,0,Les Clients Fragiles
15637476,Germany,Female,57,162448.69,1.3814549847436148,0,0.96,1,2,Les Clients Premium à Risque
15772777,Spain,Female,29,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15651943,Spain,Female,65,0.0,-1.2259821801846251,0,0.03,0,1,Les Clients Courants
15648681,France,Female,47,139914.6,1.0197640179291838,0,0.94,1,1,Les Clients Courants
15633877,Spain,Female,42,95386.82,0.3050559556865866,0,0.08,0,0,Les Clients Fragiles
15744942,Spain,Female,55,155828.22,1.275190911285759,0,0.69,1,0,Les Clients Fragiles
15758750,France,Male,31,110527.17,0.5480712196448325,0,0.0,0,0,Les Clients Fragiles
15662751,Germany,Female,40,81954.6,0.08945760499817906,0,0.74,1,0,Les Clients Fragiles
15771222,France,Female,42,0.0,-1.2259821801846251,0,0.03,0,1,Les Clients Courants
15807546,France,Female,38,0.0,-1.2259821801846251,0,0.02,0,1,Les Clients Courants
15649457,Germany,Male,41,131341.46,0.8821579599416868,0,0.13,0,0,Les Clients Fragiles
15600173,France,Female,33,0.0,-1.2259821801846251,0,0.0,0,1,Les Clients Courants
15570360,France,Female,35,0.0,-1.2259821801846251,0,0.01,0,1,Les Clients Courants
15714750,France,Female,42,92578.14,0.2599742956474034,0,0.05,0,2,Les Clients Premium à Risque
15647546,Germany,Female,40,150679.71,1.1925530253292471,0,0.06,0,0,Les Clients Fragiles
