CustomerId,ChurnProbability,Cluster,Exited,Balance,CreditScore
15595136,0.0,1,0,0.0,645
15682955,0.0,0,0,84378.9,758
15742285,0.07,0,0,118756.62,559
15614365,0.07,2,0,150604.52,696
15651022,0.84,2,1,129608.57,480
15786717,0.0,1,0,0.0,567
15586523,0.71,0,1,106230.92,720
15668248,0.92,2,1,133201.17,528
15773469,0.0,2,0,152328.88,687
15808930,0.06,2,0,0.0,531
15702430,0.05,0,0,0.0,548
15750547,0.01,1,0,0.0,738
15711991,0.01,1,0,0.0,615
15615177,0.01,0,0,123692.0,561
15589754,0.13,0,0,151421.44,652
15611759,0.14,0,0,126776.3,850
15603741,0.0,0,0,128389.12,719
15726088,0.07,0,0,0.0,476
15605264,0.05,0,0,63723.78,669
15697028,0.01,1,0,65812.35,590
15676094,0.08,0,0,0.0,500
15793046,0.05,0,0,90413.12,619
15616221,0.7,2,1,85646.81,497
15743456,0.0,1,0,0.0,715
15692416,0.94,1,1,143542.36,358
15577313,0.69,2,1,116967.68,619
15689786,0.91,2,1,169743.83,850
15708710,0.15,0,0,0.0,525
15665784,0.03,2,0,128940.24,637
15653404,0.06,0,0,79263.9,684
15687558,0.09,2,0,118613.34,640
15688409,0.64,2,1,191864.51,742
15708212,0.87,2,1,118241.02,648
15713774,0.92,2,1,12459.19,644
15751022,0.02,0,0,121532.17,777
15675360,0.01,0,0,0.0,427
15623063,0.82,2,1,110067.71,651
15798470,0.91,2,1,75990.97,764
15684011,0.08,0,0,130575.26,576
15636238,0.02,1,0,0.0,611
15729224,0.01,1,0,0.0,710
15705663,0.09,0,0,144550.83,700
15750769,0.01,2,0,75915.75,725
15589147,0.07,0,0,125921.37,580
15591286,0.81,0,1,88826.07,731
15641835,0.05,0,0,140997.26,683
15708265,0.68,0,1,159203.71,581
15665811,0.05,2,0,141234.98,644
15575679,0.08,2,0,126431.54,590
15670587,0.08,2,0,111363.1,558
15737627,0.06,2,0,121093.29,589
15572050,0.92,0,1,122831.58,768
15806929,0.01,0,0,73194.99,751
15814923,0.05,0,0,128578.52,606
15611430,0.93,2,1,0.0,690
15701301,0.77,2,1,175159.9,646
15762927,0.13,2,0,100762.64,674
15785975,0.09,1,0,0.0,525
15739248,0.02,1,0,0.0,727
15648272,0.05,0,0,71829.34,658
15565879,0.0,1,0,0.0,845
15778304,0.04,0,0,92398.08,646
15693205,0.96,1,1,109153.96,691
15787470,0.83,2,1,116528.15,553
15737404,0.01,0,0,132512.26,731
15718507,0.59,0,1,116509.99,647
15645095,0.06,2,0,0.0,674
15668774,0.75,2,1,122739.1,758
15683157,0.02,0,0,100446.57,613
15676958,0.03,0,0,86055.17,765
15805162,0.0,1,0,0.0,550
15588517,0.0,1,0,0.0,717
15727198,0.04,1,0,64808.32,689
15614923,0.02,0,0,107511.52,630
15728912,0.2,2,0,92436.86,554
15659557,0.04,0,0,167738.82,811
15712068,0.06,0,0,84692.5,592
15758451,0.11,2,0,102708.77,765
15592765,0.04,0,0,125470.81,637
15659710,0.02,2,0,77886.53,581
15639004,0.0,1,0,0.0,668
15610002,0.01,1,0,0.0,802
15570086,0.04,0,0,90544.0,684
15756472,0.01,2,0,108396.67,804
15761706,0.02,0,0,144102.32,705
15661290,0.14,2,0,107199.75,785
15641655,0.04,1,0,0.0,700
15801125,0.04,2,0,0.0,627
15590730,0.01,1,0,0.0,745
15605375,0.04,2,0,86911.8,651
15686812,0.09,0,0,0.0,692
15772423,0.94,2,1,126418.14,739
15787835,0.75,0,1,125212.65,775
15718944,0.03,1,0,0.0,573
15762793,0.03,0,0,136980.23,850
15807525,0.7,1,1,0.0,447
15633666,0.02,2,0,123870.07,701
15688876,0.01,1,0,0.0,685
15664759,0.0,1,0,0.0,675
15757588,0.0,1,0,0.0,526
15721116,0.02,0,0,108058.07,597
15800773,0.09,0,0,102282.61,648
15803685,0.05,0,0,76510.52,673
15786418,0.05,0,0,0.0,546
15782993,0.08,0,0,123401.43,624
15797389,0.04,0,0,124577.33,604
15767264,0.95,2,1,117438.17,465
15592197,0.0,1,0,0.0,522
15684925,0.02,1,0,0.0,850
15695492,0.08,2,0,156569.43,439
15765311,0.05,2,0,0.0,642
15794479,0.02,0,0,149083.7,767
15637476,0.96,2,1,162448.69,683
15772777,0.0,1,0,0.0,850
15651943,0.03,1,0,0.0,580
15648681,0.94,1,1,139914.6,747
15633877,0.08,0,0,95386.82,706
15744942,0.69,0,1,155828.22,638
15758750,0.0,0,0,110527.17,564
15662751,0.74,0,1,81954.6,655
15771222,0.03,1,0,0.0,779
15807546,0.02,1,0,0.0,837
15649457,0.13,0,0,131341.46,588
15600173,0.0,1,0,0.0,595
15570360,0.01,1,0,0.0,641
15714750,0.05,2,0,92578.14,690
15647546,0.06,0,0,150679.71,688
15645355,0.68,0,1,126729.41,677
15575510,0.06,0,0,155584.21,659
15790442,0.0,1,0,0.0,631
15779247,0.04,2,0,98567.1,683
15606003,0.01,1,0,0.0,566
15704053,0.81,2,1,131078.42,710
15577274,0.31,2,0,134985.66,549
15610403,0.02,2,0,106086.42,659
15663830,0.01,1,0,0.0,563
15681174,0.02,2,0,116537.6,730
15707918,0.13,2,0,127675.39,741
15774127,0.02,1,0,0.0,518
15806467,0.79,2,1,99282.63,568
15737647,0.2,2,0,135120.56,775
15660866,0.01,1,0,0.0,640
15737909,0.04,2,0,111095.58,759
15579714,0.01,1,0,0.0,542
15606554,0.01,0,0,0.0,797
15611682,0.02,0,0,169902.92,590
15593331,0.07,0,0,146580.69,693
15725660,0.03,2,0,80569.73,676
15782475,0.02,1,0,0.0,700
15781975,0.63,0,1,0.0,708
15651664,0.94,2,1,104267.7,615
15668504,0.03,0,0,89800.14,770
15771702,0.06,2,0,166118.45,567
15595135,0.14,2,0,123229.46,778
15761600,0.03,0,0,86394.14,713
15715709,0.17,0,0,114091.38,696
15661528,0.11,2,0,102562.23,583
15694518,0.05,1,0,0.0,624
15596713,0.01,0,0,165896.22,786
15728352,0.03,2,0,120509.81,623
15739931,0.02,0,0,161588.89,523
15686670,0.66,1,1,0.0,588
15722845,0.06,0,0,182781.74,665
15683403,0.76,0,1,0.0,611
15734524,0.92,2,1,0.0,653
15660475,0.15,0,0,0.0,411
15584899,0.05,1,0,0.0,617
15814465,0.08,0,0,182705.05,612
15628893,0.04,2,0,0.0,681
15805212,0.0,1,0,0.0,806
15642579,0.02,0,0,128932.4,731
15617331,0.7,0,1,109698.41,637
15659807,0.01,0,0,109402.13,657
15701768,0.01,1,0,0.0,637
15738672,0.05,2,0,162485.8,737
15778897,0.03,1,0,0.0,630
15684960,0.83,2,1,0.0,559
15576745,0.07,0,0,96542.16,769
15794159,0.05,0,0,124281.84,633
15733964,0.09,0,0,109330.06,606
15814209,0.02,2,0,118870.92,814
15736760,0.27,2,0,0.0,538
15640407,0.12,0,0,135827.33,821
15780411,0.05,1,0,0.0,570
15684296,0.02,0,0,141173.03,714
15617434,0.02,0,0,0.0,655
15714006,0.02,0,0,133111.73,482
15764841,0.02,0,0,130557.24,623
15728480,0.01,1,0,0.0,452
15760873,0.15,0,0,81310.34,594
15594928,0.09,2,0,129055.13,798
15690695,0.0,1,0,0.0,683
15636820,0.23,2,0,104149.66,725
15666633,0.11,1,0,0.0,758
15590810,0.88,2,1,144326.09,638
15784491,0.03,2,0,0.0,725
15600911,0.11,2,0,182888.08,712
15605827,0.0,1,0,0.0,645
15629677,0.84,1,1,0.0,687
15748625,0.01,1,0,0.0,664
15796505,0.02,0,0,149297.19,811
15581525,0.04,2,0,83501.66,775
15657881,0.01,0,0,136712.91,784
15762716,0.86,2,1,168920.75,762
15603203,0.03,1,0,0.0,650
15722037,0.13,0,0,115462.02,610
15587311,0.0,1,0,0.0,582
15586135,0.16,0,0,0.0,536
15572657,0.01,0,0,102490.27,472
15593295,0.03,0,0,76165.65,548
15809800,0.03,1,0,0.0,726
15625592,0.0,1,0,0.0,486
15622083,0.11,2,0,143138.91,647
15656141,0.06,0,0,0.0,741
15734711,0.8,2,1,0.0,373
15729557,0.76,2,1,119984.07,850
15714391,0.7,0,1,183572.84,563
15596181,0.66,0,1,65942.26,542
15750476,0.01,1,0,0.0,742
15782360,0.81,0,1,131935.51,743
15732307,0.08,0,0,124067.32,694
15633059,0.02,1,0,0.0,413
15746970,0.07,1,0,0.0,760
15605737,0.0,1,0,0.0,541
15794396,0.06,2,0,174937.64,494
15586680,0.08,2,0,176913.52,462
15642160,0.02,1,0,0.0,850
15740043,0.0,0,0,83161.65,606
15790489,0.0,0,0,170600.78,534
15710365,0.73,2,1,104129.24,646
15637954,0.0,0,0,155470.55,730
15586976,0.79,2,1,0.0,566
15575391,0.0,1,0,0.0,677
15695679,0.05,2,0,104349.45,776
15658067,0.95,2,1,120568.41,636
15593954,0.16,2,0,109387.33,516
15710825,0.04,2,0,110071.1,592
15754874,0.05,2,0,119009.57,700
15644501,0.02,0,0,162482.76,579
15638329,0.03,0,0,111432.13,522
15664802,0.01,1,0,0.0,543
15782758,0.12,0,0,147650.68,632
15805254,0.03,1,0,0.0,652
15811389,0.05,0,0,171982.95,724
15661412,0.09,2,0,175307.32,715
15662884,0.79,0,1,110597.76,739
15697201,0.22,0,0,0.0,640
15706200,0.03,2,0,138014.4,637
15710404,0.04,0,0,124525.52,569
15629128,0.05,0,0,132193.94,774
15736069,0.69,2,1,132253.22,767
15617304,0.02,1,0,0.0,722
15588461,0.03,2,0,0.0,686
15773071,0.04,0,0,145580.61,780
15589204,0.02,2,0,131765.72,591
15577999,0.81,2,1,124678.35,850
15781298,0.12,0,0,124216.93,808
15603794,0.1,0,0,118469.38,623
15606115,0.77,0,1,191665.21,510
15624995,0.01,0,0,152926.6,714
15765093,0.02,0,0,166594.78,704
15804602,0.03,2,0,99785.28,772
15648876,0.09,2,0,0.0,501
15614813,0.22,2,0,107362.8,777
15740630,0.02,1,0,0.0,487
15710853,0.0,1,0,0.0,623
15754261,0.03,2,0,98795.61,648
15710743,0.75,0,1,0.0,621
15813095,0.01,1,0,0.0,553
15649086,0.0,1,0,0.0,596
15614878,0.04,0,0,180520.29,660
15627360,0.77,2,1,152603.45,432
15589572,0.85,2,1,129855.72,785
15680517,0.78,0,1,137239.17,769
15675964,0.76,0,1,0.0,672
15800514,0.56,2,1,95675.62,477
15812351,0.06,2,0,135277.96,710
15641585,0.03,0,0,97339.99,850
15677135,0.04,0,0,133802.29,520
15637354,0.01,0,0,148167.83,623
15785519,0.01,2,0,106192.1,565
15783882,0.02,1,0,0.0,771
15804052,0.0,1,0,0.0,710
15660840,0.02,2,0,124119.54,723
15643865,0.74,0,1,92055.36,601
15762277,0.71,2,1,158623.14,710
15607986,0.03,0,0,139930.18,555
15649101,0.04,2,0,127847.86,601
15764253,0.02,2,0,160485.16,742
15756148,0.06,0,0,91549.78,765
15632521,0.19,2,0,130170.82,689
15691513,0.87,1,1,0.0,592
15698167,0.04,2,0,148298.59,677
15650591,0.8,0,1,118098.62,809
15662426,0.64,0,1,0.0,649
15566689,0.01,1,0,0.0,554
15723721,0.04,2,0,140916.81,543
15596455,0.81,2,1,0.0,546
15617301,0.16,2,0,130809.77,774
15718231,0.01,0,0,88963.31,537
15797204,0.04,0,0,113811.85,655
15608701,0.76,2,1,121890.06,651
15800856,0.01,0,0,83132.09,643
15748116,0.0,0,0,148143.84,681
15691875,0.04,2,0,114491.82,850
15810593,0.3,1,0,0.0,568
15803456,0.79,2,1,0.0,641
15602994,0.12,0,0,89550.85,487
15716082,0.1,2,0,152685.4,703
15578073,0.02,1,0,0.0,686
15801817,0.04,0,0,123544.21,688
15728605,0.02,1,0,0.0,697
15786215,0.21,2,0,119496.25,793
15771323,0.02,0,0,121626.9,480
15675791,0.03,2,0,129440.3,610
15701524,0.01,1,0,0.0,709
15663234,0.1,0,0,143262.04,508
15775546,0.01,1,0,0.0,517
15609758,0.83,2,1,158621.04,537
15636700,0.02,0,0,140236.98,701
15742204,0.07,0,0,139729.54,579
15580366,0.06,0,0,118614.6,566
15628272,0.05,2,0,114997.42,774
15641575,0.04,2,0,127261.35,577
15587647,0.75,0,1,127120.62,850
15749851,0.01,0,0,135219.57,702
15796179,0.11,2,0,0.0,683
15684548,0.62,1,1,0.0,556
15799964,0.07,2,0,139872.81,669
15744127,0.02,1,0,0.0,641
15662238,0.02,2,0,105563.0,822
15768244,0.02,1,0,0.0,538
15568120,0.02,0,0,69609.85,681
15632576,0.04,2,0,93249.4,520
15607098,0.1,2,0,94521.17,747
15641366,0.82,0,1,124737.96,599
15614635,0.09,0,0,151457.88,582
15786170,0.02,2,0,118342.26,659
15657163,0.1,2,0,149332.48,623
15697702,0.01,1,0,0.0,730
15621611,0.81,0,1,155196.17,742
15687162,0.86,2,1,119889.84,461
15729718,0.74,1,1,0.0,610
15811842,0.0,1,0,0.0,630
15766374,0.07,0,0,119624.6,632
15603135,0.98,2,1,95727.05,634
15772601,0.04,2,0,81733.74,845
15590888,0.04,2,0,107556.06,693
15721793,0.19,0,0,123936.54,510
15667476,0.05,2,0,117700.86,477
15623668,0.02,2,0,154741.45,653
15756875,0.01,0,0,147422.44,782
15600991,0.61,0,1,109052.59,694
15802256,0.04,2,0,110976.23,439
15702030,0.04,2,0,104982.57,516
15648455,0.4,2,0,131156.76,647
15632446,0.01,1,0,0.0,667
15745623,0.02,2,0,112079.58,788
15571302,0.1,0,0,94216.05,529
15575438,0.0,0,0,115076.06,613
15679813,0.01,2,0,0.0,727
15634218,0.03,2,0,95331.83,501
15719170,0.01,0,0,112543.42,679
15726589,0.15,2,0,82531.11,540
15665180,0.71,2,1,136789.14,616
15576935,0.69,0,1,161807.18,743
15734565,0.0,1,0,0.0,696
15582154,0.1,0,0,47884.92,670
15587240,0.0,1,0,0.0,518
15569807,0.7,2,1,42157.08,673
15676526,0.02,0,0,88772.87,608
15783225,0.95,2,1,0.0,737
15806407,0.0,1,0,0.0,652
15663252,0.04,1,0,0.0,850
15718071,0.06,1,0,0.0,655
15682860,0.02,1,0,0.0,769
15703707,0.12,2,0,143571.52,656
15583456,0.97,1,1,117231.63,745
15684801,0.93,1,1,93871.95,689
15810485,0.17,2,0,101438.0,486
15681928,0.05,2,0,108155.49,577
15700864,0.08,1,0,0.0,607
15712938,0.03,1,0,0.0,531
15805429,0.12,0,0,106819.65,699
15658449,0.07,0,0,43134.65,695
15580148,0.95,1,1,168286.81,750
15775886,0.67,2,1,0.0,670
15602034,0.02,2,0,126558.92,697
15620988,0.0,1,0,0.0,616
15700627,0.95,2,1,143500.82,637
15663933,0.7,2,1,86147.46,625
15573152,0.02,1,0,0.0,620
15657396,0.0,1,0,0.0,806
15582944,0.02,1,0,0.0,425
15792868,0.19,1,0,0.0,675
15810347,0.0,1,0,0.0,662
15711635,0.04,2,0,138650.49,788
15651585,0.08,0,0,117212.18,661
15693996,0.04,2,0,113452.66,507
15627305,0.73,2,1,0.0,606
15652069,0.01,1,0,0.0,833
15747288,0.7,0,1,61671.19,838
15759066,0.72,2,1,136836.49,483
15659495,0.03,0,0,0.0,784
15639530,0.08,0,0,0.0,679
15794356,0.05,0,0,121765.37,641
15726178,0.07,1,0,0.0,712
15722409,0.01,0,0,107604.66,693
15695585,0.02,0,0,156478.62,788
15673584,0.0,1,0,0.0,652
15685320,0.03,2,0,139180.2,767
15752508,0.0,0,0,99462.8,614
15812073,0.01,1,0,0.0,529
15598485,0.04,0,0,28649.64,567
15764073,0.02,1,0,0.0,503
15566091,0.17,2,0,0.0,545
15736008,0.78,2,1,95441.27,644
15678412,0.24,2,0,85325.93,645
15728693,0.07,0,0,141349.43,574
15735687,0.06,2,0,157084.99,595
15618171,0.0,1,0,0.0,669
15751531,0.0,1,0,0.0,598
15669589,0.72,0,1,95039.12,491
15571002,0.11,2,0,129605.99,706
15715622,0.82,0,1,238387.56,583
15752312,0.13,0,0,150777.72,551
15628205,0.14,0,0,101736.66,571
15809909,0.06,1,0,0.0,422
15782456,0.15,2,0,143267.14,656
15790810,0.71,0,1,76319.64,844
15712403,0.96,2,1,0.0,589
15609070,0.96,1,1,120961.5,515
15765532,0.08,0,0,96166.88,612
15689886,0.95,1,1,132287.92,626
15666884,0.08,2,0,82161.7,508
15671609,0.01,1,0,0.0,701
15673971,0.83,2,1,146498.76,655
15655410,0.93,2,1,133384.66,768
15733014,0.08,0,0,64667.95,813
15753861,0.13,2,0,115095.88,686
15686242,0.99,2,1,0.0,771
15630698,0.64,0,1,110123.59,745
15636999,0.63,0,1,0.0,414
15787848,0.02,2,0,113672.18,602
15722578,0.01,0,0,97956.5,685
15697441,0.58,2,1,182123.79,485
15755330,0.79,0,1,122403.24,512
15764105,0.18,1,0,0.0,475
15791743,0.02,0,0,59271.82,727
15611329,0.01,1,0,0.0,608
15787229,0.02,1,0,0.0,761
15632977,0.0,1,0,0.0,745
15607112,0.0,1,0,0.0,606
15623630,0.92,0,1,116251.24,634
15568573,0.9,0,1,105701.91,554
15703413,0.05,2,0,125328.56,519
15771873,0.04,2,0,103769.22,776
15648367,0.0,1,0,74430.1,600
15683027,0.01,0,0,122028.65,570
15680772,0.0,1,0,0.0,721
15660528,0.0,1,0,0.0,659
15573599,0.77,1,1,0.0,506
15600739,0.07,1,0,0.0,562
15715939,0.02,1,0,0.0,730
15583755,0.06,0,0,156570.86,592
15775761,0.93,1,1,86038.21,610
15709396,0.05,1,0,0.0,801
15568088,0.16,2,0,163714.52,481
15577806,0.16,0,0,75900.84,794
15585287,0.8,2,1,119948.09,842
15740072,0.03,0,0,120328.88,720
15654700,0.67,2,1,102967.41,523
15597901,0.08,0,0,0.0,609
15739857,0.02,1,0,0.0,785
15707596,0.67,0,1,114888.74,546
15749381,0.03,2,0,126619.27,790
15661827,0.04,1,0,0.0,693
15622578,0.02,0,0,113958.55,806
15803121,0.83,2,1,97565.74,847
15647292,0.96,2,1,148368.02,697
15645200,0.96,2,1,152508.99,581
15584620,0.78,2,1,143644.16,850
15663987,0.74,1,1,0.0,723
15609356,0.06,1,0,0.0,697
15756954,0.05,0,0,0.0,538
15744913,0.02,0,0,109632.85,788
15653595,0.02,1,0,0.0,796
15677117,0.0,1,0,0.0,629
15597487,0.02,0,0,0.0,850
15718773,0.01,1,0,0.0,638
15683118,0.0,1,0,0.0,590
15751203,0.64,1,1,56738.47,702
15575185,0.03,0,0,77253.22,757
15612095,0.91,2,1,0.0,751
15802088,0.09,0,0,0.0,521
15588566,0.0,0,0,116474.28,778
15723105,0.02,0,0,0.0,756
15638988,0.01,1,0,0.0,684
15612071,0.03,0,0,95153.77,763
15579387,0.1,0,0,79064.85,635
15729110,0.67,1,1,0.0,729
15769915,0.11,0,0,133313.34,643
15685372,0.81,0,1,152677.48,350
15778975,0.93,1,1,96947.58,850
15749679,0.0,0,0,109724.38,699
15753248,0.0,1,0,0.0,611
15595640,0.0,1,0,0.0,698
15581700,0.12,0,0,86920.86,615
15662865,0.01,1,0,0.0,658
15625494,0.05,0,0,125321.84,573
15642997,0.02,0,0,147149.59,655
15701206,0.0,1,0,0.0,566
15793196,0.01,1,0,0.0,759
15567802,0.01,1,0,0.0,450
15706464,0.03,2,0,97585.32,667
15642515,0.02,1,0,0.0,620
15572461,0.04,2,0,102714.65,663
15645569,0.08,0,0,123709.46,762
15591711,0.09,2,0,128366.44,739
15607330,0.02,0,0,109121.71,713
15799357,0.02,2,0,136364.46,727
15721779,0.07,2,0,146466.46,826
15687385,0.01,0,0,0.0,484
15647099,0.07,2,0,156091.97,633
15608653,0.76,0,1,70731.07,521
15653448,0.0,1,0,0.0,754
15799652,0.02,2,0,152582.2,763
15716024,0.0,1,0,0.0,660
15570895,0.11,2,0,163548.07,608
15658339,0.02,0,0,139265.63,795
15640922,0.11,0,0,0.0,791
15626135,0.06,2,0,165312.27,689
15596414,0.06,2,0,107525.07,796
15624729,0.02,2,0,197041.8,594
15581036,0.73,2,1,109308.79,712
15767871,0.02,1,0,0.0,784
15630910,0.21,2,0,108007.36,800
15652320,0.0,1,0,0.0,588
15657603,0.09,2,0,81684.97,850
15706706,0.0,0,0,135310.41,648
15611088,0.01,1,0,0.0,790
15641480,0.0,2,0,131354.25,571
15687719,0.03,1,0,0.0,532
15577402,0.0,1,0,0.0,593
15766887,0.0,0,0,122773.5,538
15764351,0.17,0,0,120170.07,668
15764294,0.05,0,0,98899.91,759
15780362,0.17,2,0,119960.29,607
15772995,0.01,2,0,116295.29,529
15787710,0.02,1,0,0.0,427
15776725,0.11,0,0,172192.49,724
15640846,0.99,1,1,106458.31,546
15706199,0.13,2,0,96643.32,636
15736078,0.73,2,1,130367.87,730
15804357,0.05,0,0,0.0,481
15761453,0.11,2,0,0.0,667
15677336,0.98,2,1,120043.13,557
15813159,0.88,0,1,93590.47,526
15744368,0.12,0,0,98308.51,633
15739357,0.1,2,0,145127.85,756
15676433,0.05,2,0,0.0,707
15569892,0.02,0,0,57369.61,516
15595883,0.26,0,0,127278.31,540
15707219,0.01,1,0,0.0,844
15581811,0.02,0,0,139676.95,678
15749489,0.1,2,0,115743.6,533
15671769,0.83,0,1,170252.05,624
15602354,0.08,2,0,109341.87,564
15658057,0.87,1,1,0.0,812
15620936,0.0,1,0,0.0,787
15762218,0.0,1,0,0.0,701
15634295,0.02,2,0,96473.59,470
15666297,0.97,1,1,0.0,706
15742824,0.07,2,0,162318.61,696
15626243,0.0,0,0,133844.22,618
15765643,0.0,0,0,124348.38,725
15688868,0.04,2,0,87098.91,684
15567078,0.02,0,0,66201.96,789
15721585,0.01,0,0,113146.98,628
15786469,0.01,1,0,0.0,686
15588248,0.72,1,1,0.0,617
15636016,0.03,0,0,120777.88,588
